id,name,minimum_nights
92b7312c-b74b-4ff3-8dd3-4d105abefd30,Park Slope Green Guest House,30
5e7480e0-3c13-4855-ae62-913d270ad6c8,2 BR / 2 Bath Duplex Apt with patio! East Village,2
5fa455e5-97ec-4366-891c-54e90c9d0b9e,NYC fabulous views Manhattan's eye,5
4f5ae17e-e3fd-4852-b357-3b2f909f4af7,2 story family home in Williamsburg,3
fc849774-b622-4f03-95c2-15e8a5f04726,Comfortable UWS 2-BD Family-Friendly Brownstone,6
b3e61b20-0ead-42b6-a6f0-b465dd4e868d,Great Large 1 BR apt  in East Village!,1
00b6c6eb-1029-4164-b645-c501065cf633,Eveland Private Bed & Living Room w/ Own Entrance,2
19a7f61c-ae34-4d38-bbbb-654cb958585b,Sugar Hill Rest Stop ,2
b2ce33a6-8484-43de-801f-8b0803605b45,3 Story Town House in Park Slope,2
dac846bb-0665-43bb-9f5f-0a391097823f,apartment next to Central park,7
094baa22-f4ef-4693-b725-17e11a570b8d,East Village Sanctuary,4
81df3278-7da5-432a-92ed-4b24713e5b6e,Large 1  BR in a 3 BR Brooklyn apt. next to Q Trn.,2
ffc77236-7e20-4a1e-9b17-5429b423bf02,Modern Apt with Spectacular Views,1
65e452b9-8cbf-4e67-a439-ccf72a4a9dc7,Garden studio in the Upper East Sid,5
92997281-65e2-42c9-9b5e-6164d6d7498d,Secluded Master Bedroom in Beautiful Huge Apt,15
446b2716-777c-4bbb-af1a-5c59f082ae14,B & B Room 1,3
84ccd3d5-29d5-4550-bc18-877ee2c0539a,ACCOMMODATIONS GALORE #1,3
180336d7-0242-4584-bf9f-ff830940c0e3,Sunny Room in New Condo,3
4e78b33b-4761-4430-b69b-ff11bebd6c52,Stylish & Sleek Apartment Near SoHo!,5
d259f8b6-a275-42db-af26-191f4ef11a49,NYC artists’ loft with roof deck,3
f1cb6071-7d48-4c0b-bf4d-7dc206b102f6,Unique & Charming small 1br Apt. LES,3
f0cd2cbd-2a2a-4cc8-87eb-e4642d1d63fc,Most Central Location!,2
5f1cee24-05ff-4a2d-983e-c4a7e90bd99c,Luminous Beautiful West Village Studio,29
3814565e-a4d1-4084-8041-1265cf0e78ce,Sanctuary in East Flatbush,2
f2054da2-0715-4123-bc6a-e7502ed03bae,Room with En Suite Bathroom & Deck,2
ae21c289-3ad3-4d0f-b672-e92e0e0cadfd,FLAT MACDONOUGH,3
c8d30443-6b6c-421d-bda7-3d2c3e7da052,Huge Private  Floor at The Waverly,4
ffcc71ef-0b7a-4ff8-8235-6261c244aaf8,"Modern Greenpoint, Brooklyn Apt",29
eeb32c87-270e-4e08-a4c7-584428c1485d,"Sun-drenched, artsy modernist 1 BDRM duplex",3
3dabfcaf-1310-4dfe-bc78-d914bb7c00aa,"Sunny, Cobble Hill Apartment",2
6bfefce2-4b38-4aa5-ab41-b0838d5f9555,Fully Furnished Basement Apartment,2
18be0c04-3e62-47f2-af23-734b1822c39a,FLAT MACDONOUGH GARDEN,3
4002ef95-d266-41d6-b0d6-57f2e7a23427,Light filled Williamsburg Apartment,3
839c07e9-7a13-455b-9111-313ccd728a18,Retreat in Williamsburg,4
c5f3a689-9b0a-4ec3-b8a3-c9b497f62cf6,NYC Zen,3
a7fa94c9-b5d6-48c7-8c1a-e3d3b822df7e,Cozy BR in Wiliamsburg 3 Bedroom,3
52e8ddc1-fc53-4a5c-8ab7-02251e87481c,Sunny Room in Old Historical Brooklyn Townhouse,8
da1e9e1a-b9f5-4fd4-99b1-7bf9930e22da,Sun Filled Classic West Village Apt,4
cb855ac3-af51-4c9f-947d-6f9a8935a0df,Lg Rm in Historic Prospect Heights,15
605e8463-468d-45cc-9169-c54ecc28fda5,Classic Artist Loft Williamsburg,3
3ed9b2ae-edef-48e4-8190-2246714d2559,Great location. Spacious on PROSPECT PARK,15
e3d7bb21-14ef-43a7-8a29-a1af5814a812,Private Bdrm/Bathrm. New! Elevator!,2
f73b1e86-d625-4484-828e-4698cbb71468,"Sunny, clean 1 bdrm in W. Village",45
352a1acc-493e-44ac-98ec-3ecd3eb1693c,Great location in Williamsburg,6
1fbe2930-defa-4aca-a16f-b59b9c6030ac,Light and Airy Upper East Side 1 BDR apartment,4
8cd709d8-145e-45d9-b776-cc14051b6dfa,Luxury Brownstone in Boerum Hill,3
5de9729b-0b3e-43d9-9d04-365fad52f837,CENTRAL PARK LOFT all for YOU,1
19b6739a-e56b-486e-8b2e-d83130b8b586,Indie-Chic Share In Williamsburg,4
24ba2137-de05-4155-9f77-39ff6010e627,"A room w/ a Manhattan view, longer stay",30
7c59b6d9-1cd2-4f68-a4c3-4db8b3bf2800,"Private, Large & Sunny 1BR w/W&D",2
4e8c833e-dfcb-46f4-bb95-91c8b2a8cd9f,Luxurious Condo in DUBMO with View,3
191aa856-e364-4cfb-848d-ef8689ae7959,Charming & Cozy midtown loft any WEEK ENDS  !!!,3
f589a61c-fd2b-4a0f-9ce9-dbde93b0fb35,* Spacious GARDEN Park Slope Duplex* 6 people max,2
9e5d61ad-c5de-47d1-82a9-487a237307e2,Convenient cozy cheap apt Manhattan,3
4ee6c182-97c8-47d1-8583-2db0a4823587,Parlor Room In Victorian Townhouse,2
1791fbaf-4340-42b1-84b5-5b817d682e5a,House On Henry (2nd FLR Suite),2
ddfe8a97-581e-42cb-962c-1b5df2b57d2f,New York room with a view,2
d8c68318-532e-4016-a6e8-da64046a6a24,Sunny cozy room in Brklyn townhouse,2
ded03d74-1d03-4957-93a0-31d4b4c71cc5,Room with a View,1
5be34c1b-44e3-4a4a-bd67-4ed54c3568cd,Light+Open+Airy+Rustic+Modern Loft,2
8bafee67-d919-4f63-a854-fe314fb4c94a,West Inn 2 - East Village,1
ae19987b-708d-4590-b8eb-01acaa41be5b,Financial District Luxury Loft,3
08276968-1c4a-479e-b324-ba027a7463d1,BROOKLYN VICTORIAN STYLE SUITE.....,2
b84b7352-ffa3-497f-b24b-76e401f548eb,Your own Lovely West Village Studio,3
4a3c54e2-a369-4948-a933-91251977bca9,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,3
5266da70-6c0d-4867-9fd0-76bb68d4ab02,Greenwich Village Stylish Apartment,26
5e63882c-c8c3-48c2-a8ee-b10fc1b90a2b,Clean and Cozy Harlem Apartment,2
4fbb7968-7192-4c4c-9780-817f20fdee00,"Fort Greene, Brooklyn: Center Bedroom",2
66ad39e4-9cab-4af6-8be6-de2f105743ec,Beautiful Queens Brownstone! - 5BR,8
4c0d35f8-303e-400a-970b-12f22cf6393c,Couldn't Be Closer To Columbia Uni,4
98227e13-8fa5-446a-8b89-5276f116f5d5,Bright Spacious Luxury Condo,4
deb67368-5786-4aaf-839e-d8e9909deccf,Park Slope haven 15 mins from Soho,5
6e41da3f-ee3c-4b32-a89e-95b19709f108,SAFE  AND BEAUTIFUL ACCOMODATION,3
73962b1a-7cb5-4a58-bec4-136b507d0f17,Large Room in private Brownstone in Park Slope,3
c58c013e-a983-4d22-b6c4-eed6112bd73f,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",3
00267410-ea49-49f8-8d96-f320cb73ad4a,"LARGE, COMFY 1BDR W/CHARACTER!!!",26
028cb306-bf9b-46e3-9e6d-ff8494ff693c,Chelsea Studio sublet 1 - 2 months,3
1db04f63-3851-4c75-8d3c-a594da8c0b60,LUX APT IN TIMES SQUARE NEW BUILDING,1
f23ee541-fdf3-4508-a2e5-0c1b4d10edb1,Designer 1 BR Duplex w/ Terrace- Spectacular Views,2
5f8307dc-2676-4d61-b321-bb9743e44950,Lovely Apt & Garden;  Legal;  Best Area; Amenities,5
1211ba29-6818-4df4-a782-fea08a0af3f6,1 Bedroom in 2 Bdrm Apt- Upper East,14
9e6fc91c-8bf9-48ba-87bf-85e233d26137,Lower East Side $57~/night,1
e30b6ff9-bdff-4457-88b9-faaaa6e4013a,Prime Location in Manhattan,1
3e7d0545-4b7f-4587-a53c-7861c003d3d0,( F) Excellent/Pvt Rm,2
41432eae-9c7d-4359-bcbe-7935ac7b4cd2,"Quiet, sunny Midtown Manhattan apt.",5
01344129-0c82-4002-bf8d-a528e6e1d9fd,Big Room/Washer-Dryer/Wifi/AC/JMZ,2
ae5640be-546e-468e-9416-6625b8e6dea0,cozy studio with parking spot,30
b0db9d39-311a-471c-9cb8-84a0f7fdeb0a,Clean and convenient 2BR apartment,7
2d6170e8-c657-48ba-9923-88ca9afb6fbe,3 floors of luxury!,7
c9c461ad-bc38-40da-bdd0-affba61cfe84,The Institute—Heart of Williamsburg,2
07c99053-e021-47bc-a148-c6bdef0212a2,MIDTOWN WEST - Large alcove studio,6
80ef2a73-b421-43eb-8cb8-9ac7bc037dbf,Beautiful Uptown Manhattan apartmnt,30
bbd690cc-30a7-4b83-87e9-d3a9ac29118a,Sml Rm in pr Brst  Park Sl great for Med/students,2
17bf6e3d-664f-4304-8e23-46721e066bba,City Room - Private Penthouse Apt.,1
db93aaab-8db7-4fd5-abbb-be2962a32961,Cozy bedroom by Yankee Stadium,1
3dedc4b5-5fac-4b42-a022-fe9a5c1d9333,Great apartment with private bathroom and entrance,5
54ecd6fc-1ef8-4083-b8cb-df67cda7c877,Private Garden Apt • New Renovation,2
25286462-ea3c-4406-96f5-af5825907b3b,Modern comfort in art infused landmark Brownstone,2
001f4d48-b6aa-404c-9448-4988a5674e9e,"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH",2
3c95a09d-4715-4233-be65-85cce05aa9c4,Sleek & Comfortable Soho Apt,5
280ae5dc-d1d5-46fb-8a72-7434d9d5784a,Spacious Williamsburg Share w/ LOFT BED,4
04e5f81d-4528-4f41-9f25-ae0d8e2d8485,Cozy 2 br in sunny Fort Greene apt,3
93a7589e-417d-41b0-a6e9-62eda8d1c6ed,Cozy East Village Railroad 1 Bed!,1
f39dfc14-b1f9-49f8-9d61-d5745a90c91d,1 Bedroom Loft w/ Private Roof Deck,2
86f1df3c-ed19-4227-9126-e0db4b8cb1c2,City Room - Private & Comfy Bedroom,1
f98953aa-aaa7-457f-8303-cbd4228590e2,Elegant NYC Pad,2
d2265efc-f919-412d-bbe3-eec777199d97,"Clean & bright 1BR in Cobble Hill, GREAT location!",2
5117afdc-70de-4c7a-8d93-c9b5e9312512,"Modern, Large East Village Loft",3
bd634fc0-378c-4373-9820-64d8588625b2,"Great new apt, close to everything",3
008a5c9c-2818-4f5c-9ec6-85f0752d0b44,Quiet & Clean Retreat in the City,3
c8aa3a72-ccef-4da5-bf9a-df6db6c828eb,Stylish Large Gramercy Loft!,2
7594428f-864b-490a-9627-35dc89b99e83,The Brownstone-Luxury 1 Bd Apt/NYC,3
2d56bdc2-79d9-4eb9-8a35-ee09927c2fd1,PRIVATE Room on Historic Sugar Hill,1
46b09d22-ea11-43f4-b15c-f71f1d9a0eae,South Slope Green,2
23c0a779-8f7a-41ee-ad29-b14556312109,"17 Flr. Manhattan Views, Nr. Subway",7
942bdd81-c9db-434c-a36e-c0b4cc5eadc2,"Spacious 1BR, Adorable Clean Quiet",3
1b717be6-1796-4b0a-aa2a-dfff2060a302,"Nice, clean, safe, convenient 3BR",14
0e70f785-85bd-4fc3-86a2-a86f2d165c4b,Franklin St Flat in Trendy Greenpoint Brooklyn,2
5ad72ae9-b943-4e3d-977b-9627e5c271a5,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",4
39f930cb-fdb6-4df9-b680-824d62a4fe23,One bedroom Apt. in NYC,30
3851cdca-7fba-480e-b52b-1577b570c7a1,"Beautiful, elegant 3 bed SOHO loft",4
31ab92ef-13ed-4f6a-8852-8d3ec67b9003,Spacious Greenwich Village Apt,5
b567118d-87d6-4b14-881f-ea3a0d60f85a,SpaHa Studio Monthly Rental,28
9afbe927-e3b6-4578-a9ee-fd9194c5db6b,City Room - Private Luxury Suite,1
436a1f31-fc51-4b9b-96f1-d7595fac8430,Private Room/bath Luxurious Harlem,2
4dc91ab9-1351-4292-beb2-f72a51f7095b,The gem of the East Village,2
d63ee77b-bfed-4607-9fb2-c1f7f4ef2493,"Bright and spacious, garden below!",4
2db1a05e-16bb-4774-a1c0-4468cc31f66d,ACCOMMODATIONS GALORE #2,3
fe9d57b9-1a14-40a5-bede-e3792455f4d5,Colorful Private One Bedroom Apt,2
4346b20d-0df3-4862-8022-3740cd2ca528,Huge Chelsea Loft,2
ec83026c-ea42-49d3-a2be-0cd461f8cad1,Great room in great location,14
981220aa-d47a-4c9b-9f03-1b34bea8263e,Exclusive Room with Private Bath in  LES,4
241b8f62-86cb-4bb6-984f-cb013c3be970,"Quiet, clean midtown apt w. elevato",200
4d9806f9-72b1-422d-a11f-24eff5d0ab74,BK Sweet Suite w/Kitchen&FullBath,3
290e28af-0fce-490e-bd9f-cd817ba2089f,Great East Village Apartment Rental,50
39bb62bd-3f67-417c-91c4-d2d7e3582505,BROWNSTONE SUNDRENCHED BEAUTY,3
d7a8f4e4-6c90-463a-906a-aaf03633e8cb,A SpeciaL!! Private Room in NY,2
81231b74-95aa-44a6-89c5-3ef7fb2e1326,B NYC Staten Alternative...,2
82ed4c64-7788-4ea0-97b8-063197bb8065,C Private Room By The Ferry,2
0799fe00-5ac1-42fd-ac07-5d1eb8291990,Smallest House In The Village,3
cdc7b339-1296-4262-a853-4f94d91f20b6,Beautiful modern studio apartment in heart of NYC,9
32841552-ec9b-4d32-a0d7-d50b1ff3d3d8,Beautiful Landmarked Duplex,3
10b121bb-3861-489e-9a32-de9c7cf684e1,BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,2
9108365e-0cd6-40ba-ae5e-188883959df2,D Private Che@p Room 2 Explore NYC,2
75db7212-6b85-49ca-9d5c-06e78ef321b8,Safe cute near subway& Manhattan NY NY retro style,5
ef643530-bc7e-4de7-add3-7fd08711f795,Large and Cozy Private Bedroom,1
d45c0cbe-befe-4f92-8f3d-dbf538a1f449,Small tidy bedroom in duplex,14
0eda88b1-757d-492c-982b-d27cb5091a84,LL3,2
e9436285-6a69-472c-ab0a-244b0dcb925e,DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,2
69dd193e-0da8-448f-a15b-0538e1ef7015,"Private, Large & Sunny Top Floor Apt  w/W&D",2
0084cca2-7763-46e1-b372-dbfebda0c319,Cottage in the Village,5
b6b0b627-fe21-435d-9ad5-871fd53e2282,BEDROOM1 FOR RENT 10min from Manhan,3
d5b57a0b-699d-4978-b76e-2345fa805da9,"HOSTING YOUR  SUNNY, SPACIOUS NYC ROOM",7
e27d97d9-5ba3-4f31-9d9c-1ddca53ecf21,Williamsburg near soho. / loftbed,17
68c5d5f8-35ab-4b7b-84b0-38b7eed3ab41,Prime East Village 1 Bedroom,3
46d154ba-8b69-49c7-94a3-f096737c2208,BROOKLYN  STUDIO APARTMENT,3
60950497-c61b-4ced-b9ff-dc503a8de46e,BEDROOM2 FOR RENT  10min from Manh,4
2170c3b4-a25e-4e9e-8b9c-736da6566e35,cozy bedroom in lovely garden apt,6
f4bf77c6-8395-42ac-81d2-c8c3d5f67f59,Crown Heights Garden Apt.,2
9302bd17-0f1f-465a-a70e-bf5ba9f80d13,Amazing  Sunny & Breezy Home In the Heart of  NYC,14
74a69c92-844b-48d9-ad7a-22fee5a3df12,ENJOY Downtown NYC!!,2
08e7a1d5-92b3-41a9-a9b5-c4a0563a1e21,Charming UWS Treehouse Apt,2
15650029-fda3-452b-affc-b1281fc26ea7,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,5
6d008dbf-7bff-4fd9-a55c-84e9f36b60a7,"Room in S3rd/Bedford, Williamsburg",3
09d62a72-e344-422c-bc4f-e5f7f7b1e3b2,CHARMING EAST VILLAGE 2 (or 1) BR,7
2a9bd9e4-44ce-4d10-b6f2-a1679175e732,Farmhouse Apartment in Williamsburg,10
0b6e7d14-07db-48fa-aba7-1498cf6adebf,Bright+Spacious Williamsburg Abode!,4
292ce431-7762-40ed-ab74-8616e99b8264,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",3
00e28a5f-3306-497d-a5af-4c18093a76fd,Beautiful 1 Bedroom Apt Park Slope,2
39f331cb-3394-4589-bd5e-b2561d95a2c3,CHARMING CARROLL GARDENS APT.,3
02d4b810-c561-428b-9224-8635dcc60ad8,Private Bedroom Brownstone Brooklyn,21
373790bf-d716-44bb-b456-dd1a69225190,East Village Loft with Piano & Patio,3
835c6c5a-1ed5-4463-9351-5e50a853bbbe,Lower East Side Magic Room,1
5454e553-d872-41e1-a4da-61a293646c44,**Fantastic Williamsburg Apt**,2
893957fa-f24b-4ac8-8240-3d6f566dc436,West Harlem Home Base - Eco-Apt.,6
50ecc8ee-6304-4386-8cb1-720cae2b6fd2,Charming Garden Apt in Park Slope,2
4570e74d-74c6-4f53-830d-322990ddfb87,"Lovely, Modern, Garden Apartment",3
4a9bc1ae-471c-4fb0-bd03-46cdf76958f2,Central Park 1BR sunny condo,28
135e6fe9-4261-4757-a583-e670fc708837,Cozy Garden Apartment  in Williamsburg,30
2d41b2d3-fa04-4fcd-8f2c-a1c9306b9c48,SoHa comfort-by NW Central Park!,3
c065afe2-003c-4329-a9ce-29fd898fac49,Cozy room in Upper West Side,1
ea9fd039-64e0-4765-b330-fd741e6ad0ae,Cozy Private Room in Apartment,30
