id,neighbourhood_group,neighbourhood,latitude,longitude
23fbf02e-f0c0-4fe8-a39c-18dbd2e6e3d6,Brooklyn,Bedford-Stuyvesant,40.68373,-73.92377
cce4a47b-799e-4f2e-ae7f-190c8175afac,Brooklyn,Williamsburg,40.71459,-73.94844
be8dfcda-3a81-45c5-b044-78ce7f9a8b1d,Manhattan,Harlem,40.8092,-73.94421
35f26d46-0440-41bd-b6cd-1c312a161b75,Brooklyn,Gowanus,40.68157,-73.98989
21a19608-767e-4229-938a-66c17b787ff0,Manhattan,Hell's Kitchen,40.75527,-73.99291
6c6c2973-7f9b-4b75-a624-45b328c3cac1,Brooklyn,Clinton Hill,40.68698,-73.96572
2288a585-7706-4a6a-8eca-99c7c66434d6,Manhattan,East Village,40.7288,-73.98192
9afbd56b-950c-4b5f-9ec3-a48b6787ed69,Brooklyn,South Slope,40.66853,-73.98912
3a8d0a43-b80b-4c0a-a6b2-61484473445a,Manhattan,East Village,40.7254,-73.98157
bfddd766-7bd6-4381-bb37-31bc41e6110b,Manhattan,Kips Bay,40.74294,-73.98009
2b20fd3b-b864-48d5-8d1e-13ad7e5a8576,Brooklyn,Williamsburg,40.71942,-73.95748
b6e3efc2-4185-4766-a2d4-d87840b5c4ae,Manhattan,Upper West Side,40.77823,-73.97637
ccfdc52f-52c6-4426-af7a-03a33124453d,Manhattan,East Village,40.72555,-73.97965
3f2d7bb8-b61e-459d-aad2-1263ccfaade8,Brooklyn,South Slope,40.66831,-73.98604
9bf3ec2a-b28a-483a-bfe0-4faecee276a8,Manhattan,Harlem,40.82754,-73.94919
87a8bb44-39b7-4d21-ba9a-b1dbf44050aa,Brooklyn,South Slope,40.66499,-73.97925
f0da5071-5088-49a1-a3b9-4ec491d91a49,Manhattan,Upper West Side,40.77842,-73.97556
07ab359b-46f2-4dac-a334-f8b9194a39e5,Manhattan,East Village,40.72245,-73.98527
769f82ab-be48-475e-92fa-0d6db9da216b,Brooklyn,Prospect-Lefferts Gardens,40.65593,-73.96053
09a573f5-3070-44e5-a8ce-94f0d096b721,Brooklyn,Williamsburg,40.71923,-73.96468
94dde57a-96ee-4620-8209-3ebc7dba08f7,Manhattan,Upper East Side,40.778,-73.94822
7e33f107-900d-4c6c-a707-376f32bbeda3,Manhattan,Washington Heights,40.85879,-73.93128
b3cb4ee8-3967-40ee-9940-b9ac4dae28d0,Brooklyn,Bedford-Stuyvesant,40.68332,-73.9547
d4b92416-d480-45c8-b2a3-fbbc89781519,Manhattan,Harlem,40.81618,-73.94894
4d212f9e-4043-41ef-a532-8edaaa2673a6,Brooklyn,Clinton Hill,40.68414,-73.96351
88a0f71a-bb8a-4a15-8408-5e509176569a,Manhattan,East Village,40.72392,-73.99143
509ddf12-5fbf-4483-81a5-61c17f2c0dc6,Brooklyn,Greenpoint,40.73494,-73.9503
47789592-c245-40c2-b194-5f7a8b53d949,Manhattan,Lower East Side,40.71341,-73.98856
8f821e2c-b209-4dcd-a011-ba746c795de2,Manhattan,Hell's Kitchen,40.76754,-73.98399
ea134741-b699-49ec-996b-ce160c27a268,Manhattan,West Village,40.73442,-74.00303
d40d7d7b-8bc4-42c8-a05d-28c79b10b72a,Brooklyn,Flatlands,40.63188,-73.93248
2f81645a-e1a4-4125-bb4c-0524f3ea4f8b,Brooklyn,Clinton Hill,40.6873,-73.9634
054c5057-4820-48b2-a22a-88e6b912cbbe,Brooklyn,Bedford-Stuyvesant,40.68296,-73.93662
0cdca779-3aaa-4213-94ac-584800d70010,Brooklyn,Clinton Hill,40.6863,-73.96765
62c63a5f-7647-4595-8b8f-e16dda98c822,Brooklyn,Greenpoint,40.73409,-73.95348
cb4f25b6-ddb6-4785-ada0-00a71fbb26f8,Brooklyn,Williamsburg,40.71561,-73.94835
92f9603a-94c3-4051-839b-d32de07d9d33,Brooklyn,Cobble Hill,40.6857,-73.99183
5942e9c7-8e45-46a6-a3c9-86e97ee3d023,Queens,Flushing,40.74028,-73.83168
d8b414b9-6dd1-4376-8c56-b48258707459,Brooklyn,Bedford-Stuyvesant,40.68281,-73.93524
4f3c539e-6b5a-4587-b94e-3a18022a07f2,Brooklyn,Williamsburg,40.71596,-73.93938
36f5922e-b290-46a9-9df2-1c47f482a76e,Brooklyn,Williamsburg,40.71492,-73.95935
ccc23aec-e4a3-451f-9914-39709ecaa83b,Manhattan,East Village,40.72354,-73.98295
51a0590d-4c44-4041-b228-956b890826e5,Brooklyn,Williamsburg,40.71165,-73.96087
495e1e7b-f1ab-4c87-9828-1446722f6696,Brooklyn,Fort Greene,40.69101,-73.97312
15ac2182-ac66-4e72-9535-f42e8cf49a34,Manhattan,West Village,40.73474,-74.00101
f5e9866a-f37c-43e4-a508-f6298a937903,Brooklyn,Prospect Heights,40.67386,-73.96641
f930b4e9-8df0-4b7e-8fc0-cfa55c2ce1f0,Brooklyn,Williamsburg,40.71536,-73.96057
a18aa863-992f-4bec-8145-8b443f4753b7,Brooklyn,Prospect Heights,40.6741,-73.96595
c21b46fe-3a0f-43eb-ac55-dad197dfca06,Manhattan,East Harlem,40.79295,-73.93997
5ccc3dbe-df96-443f-b276-807f69c7f6ca,Manhattan,West Village,40.73226,-74.00401
e2cd7e01-15af-4546-ae17-78bfca88c28b,Brooklyn,Williamsburg,40.71363,-73.96398
6010514a-dabd-4935-ad87-b4b26e550292,Manhattan,Upper East Side,40.77711,-73.9527
ce9c5718-6b9b-487c-8114-ac268c762638,Brooklyn,Boerum Hill,40.68559,-73.98094
2e049215-21a6-411b-8e9e-f7c017db7198,Manhattan,Upper East Side,40.77456,-73.95323
b294dcd1-4998-446f-a6b4-9a8b589734e8,Brooklyn,Williamsburg,40.71088,-73.95055
5f9f0802-47b6-4668-9030-86af48420fd5,Queens,Sunnyside,40.74559,-73.92313
b05622a2-631b-45e2-8c60-bbb067382b8f,Brooklyn,Bedford-Stuyvesant,40.68306,-73.94659
19a1165d-62e2-40c5-94e0-85af8c07a325,Brooklyn,DUMBO,40.70207,-73.98571
3deda41d-845c-47e5-8213-bea92426c707,Manhattan,Upper East Side,40.76123,-73.9642
c26865af-e4bf-4f75-b4da-8dd0e161fdc1,Brooklyn,Gowanus,40.66858,-73.99083
b0b227b7-6a58-45a0-bc79-aae15ee7dbd3,Manhattan,Harlem,40.82704,-73.94907
045022a8-1ac0-47eb-ad62-adacb5b885ce,Brooklyn,Clinton Hill,40.68843,-73.96408
43465213-75c9-469e-acf7-d34731816d63,Brooklyn,Carroll Gardens,40.6783,-74.00135
dec6e4da-2278-4af5-980b-d0b2fd121236,Staten Island,St. George,40.64524,-74.08088
8713bb17-759b-4b90-b84c-727d3f5223a6,Brooklyn,Bushwick,40.70641,-73.91765
fd37e3e9-cc4f-41b9-bbce-c05b6330c4e2,Bronx,Highbridge,40.83232,-73.93184
44e9c82e-c0bb-4ea4-8130-2a6b9161df4b,Brooklyn,Williamsburg,40.71045,-73.9677
e6b8f755-ee5e-478b-92d9-8e9dee564a26,Manhattan,East Village,40.72518,-73.98034
8c869a8c-6d8d-4bbb-afb6-5a26367bae61,Manhattan,Financial District,40.70666,-74.01374
52dee193-6b11-4ab9-84bf-67211fb39888,Brooklyn,Fort Greene,40.69098,-73.97113
44c4e483-7eec-4906-89f9-a40f16826701,Manhattan,West Village,40.73756,-74.00405
4e75fbd8-4c75-4f4d-9b68-ca40649b363e,Manhattan,Harlem,40.81526,-73.94791
6078f558-e7a9-48f9-8f21-dca63ac621f2,Manhattan,West Village,40.73423,-74.0046
764c72c2-1572-44f5-965d-49dc49896161,Manhattan,Harlem,40.82374,-73.9373
0e64f05f-2985-4ae8-9db0-10dc52d6c8a9,Brooklyn,Fort Greene,40.68863,-73.97691
8e6d8fba-93d7-4cc1-91e4-64a94b15a0ac,Queens,Ridgewood,40.70382,-73.89797
4ee5cac6-ffac-455a-b0b1-036219538e1c,Manhattan,Morningside Heights,40.80549,-73.95924
aef690f6-3659-4a59-9de7-8f5da749f2cd,Brooklyn,Williamsburg,40.71627,-73.9587
92023c19-2478-4f90-a008-10a8110e35bd,Brooklyn,Park Slope,40.67994,-73.97863
928e9074-8dbd-4635-a54d-43a632aa6e87,Brooklyn,Bedford-Stuyvesant,40.67992,-73.9475
c63b8a35-350e-4f3a-8ce2-f3ea111c5312,Brooklyn,Prospect Heights,40.67868,-73.97307
0ec2b2a8-865d-477e-aefd-949728770530,Manhattan,Upper East Side,40.76834,-73.95334
a180ea9c-c566-4244-8174-80742163f112,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415
94be5543-0f97-41fa-94e2-27e95ab80a31,Manhattan,Chelsea,40.74031,-73.99999
6a0d5cc5-0820-4259-9441-344b78489800,Manhattan,Hell's Kitchen,40.76307,-73.99665
abbb838a-f4a4-4e32-9b71-698c9c6da628,Manhattan,Lower East Side,40.71882,-73.98852
35346144-1722-43f5-a492-9ccfb2b4d2ba,Brooklyn,South Slope,40.6693,-73.98804
738dd6e2-030a-4f91-b84a-a9ecba50d74f,Manhattan,Upper East Side,40.77333,-73.95199
f8e7d77b-2ff7-4262-9680-4c07ff4a94fa,Manhattan,Lower East Side,40.72319,-73.99201
a1150233-d1da-4b74-8eb6-df0ac4d10c6d,Manhattan,Chelsea,40.74859,-73.99671
75e205da-21a1-4232-872d-ca4fcf1bcd0e,Queens,Jamaica,40.67252,-73.76597
e7e438b6-7815-4f10-9a89-2d1507b7d742,Manhattan,Hell's Kitchen,40.76244,-73.99271
cd56050a-d6d9-4477-a551-95d513223ca7,Brooklyn,Bedford-Stuyvesant,40.69546,-73.93503
76100d09-6d4e-460a-a37d-83dab1ee4227,Queens,Middle Village,40.71722,-73.87856
d54d3863-5e80-4a09-89e5-a314172efd3a,Queens,Ridgewood,40.70234,-73.89816
7212ec19-4074-4231-be87-4f7dff75bb0b,Queens,Middle Village,40.71546,-73.87854
4f313fa3-dc53-46b9-b7e6-7b9a5046f66c,Brooklyn,Williamsburg,40.7195,-73.95976
2a75499f-9a57-492f-b897-5365f64e2d1b,Manhattan,Hell's Kitchen,40.76548,-73.98474
9368f105-0b8f-47e7-825f-8ca036c0c067,Manhattan,Harlem,40.80234,-73.95603
4c634b53-c64e-4172-8bc6-0cbf8de3f16c,Brooklyn,Prospect Heights,40.6787,-73.97262
9eabd596-de8b-4f7d-8495-9a63366bdb6f,Manhattan,Harlem,40.81035,-73.94598
c6a19a9d-c19b-47e7-965b-944b49a41270,Bronx,Highbridge,40.83075,-73.93058
4a2bcd57-b6c6-4470-9c43-02a5844875b0,Manhattan,East Harlem,40.79958,-73.94275
eff730c9-4edc-4527-ae04-9990237e1dea,Brooklyn,Williamsburg,40.71625,-73.93845
a21b7fae-3dc9-451d-8f09-2c7ff7dadcb0,Brooklyn,Bedford-Stuyvesant,40.6829,-73.93549
4627f09d-20ee-4857-b4d2-a8ed9e7a292e,Manhattan,NoHo,40.72773,-73.99134
d20b7cbf-89b6-4383-8007-0a1bcca6f759,Manhattan,West Village,40.72861,-74.0049
865942ec-19bd-41bc-8e8b-b78dd0c61f60,Brooklyn,Williamsburg,40.70979,-73.95162
77440bb0-6118-4ee3-aaba-985d00422c08,Brooklyn,Fort Greene,40.68656,-73.97525
c5e49ea6-b30b-4cea-b73d-39a916b8178f,Manhattan,East Village,40.72752,-73.98432
5bb3d8c6-804d-4a1a-837e-43f8787be94d,Brooklyn,Greenpoint,40.729,-73.95829
515517bf-cd3e-4fe3-bf8a-c79dfb9b4e05,Manhattan,Harlem,40.81219,-73.94499
a1ea71b0-8228-497f-ac59-626a258739da,Queens,Ditmars Steinway,40.77185,-73.90502
76927cb9-4e9c-485b-8435-fba9912640e6,Brooklyn,Cobble Hill,40.68926,-73.99386
672370c7-5385-43a1-b7e3-2f28c5a8e645,Manhattan,East Village,40.72821,-73.98701
691bd936-3f76-4aaa-ba9b-c262edc2396a,Manhattan,Hell's Kitchen,40.7672,-73.98508
4f6aa05b-cb74-4751-a012-8de6f1724dfa,Manhattan,East Village,40.73012,-73.99053
dd81ca96-889b-4824-9522-b6fab05393f7,Manhattan,Flatiron District,40.7403,-73.98498
ac3d37e7-4c51-4d3b-975b-d858683376d1,Manhattan,Harlem,40.80931,-73.94343
1b5bfd76-5c6f-410e-bd09-3828caa8c4b5,Manhattan,Harlem,40.8251,-73.94287
0a69eb27-f677-46d9-bb32-ef9350858100,Brooklyn,Windsor Terrace,40.6585,-73.98397
05e1f877-9398-4bb5-8c96-f8c2a6617ff4,Manhattan,Roosevelt Island,40.76193,-73.9501
e7f18755-5428-4f12-8676-e0c56b0fd4ac,Manhattan,Lower East Side,40.72052,-73.98589
23ec9175-78ad-479d-8761-4ca4b1bec753,Queens,Ridgewood,40.70411,-73.89934
a0d75133-3104-4d7b-b2c4-7d0bfa7e7409,Brooklyn,Greenpoint,40.73401,-73.95967
eb6ded9b-25e2-4718-a179-9da12be10902,Manhattan,Chinatown,40.71756,-73.99503
53d57c11-ddb7-41e1-be89-82941ce326fc,Manhattan,Midtown,40.7589,-73.96991
55b55e39-cb66-465c-85a8-d4edcd08054f,Manhattan,SoHo,40.72003,-74.00262
6dffabe1-dad3-49c3-9358-eeabdc0f8acc,Manhattan,Greenwich Village,40.73194,-73.99474
99f27bc2-476d-4071-bd22-baeca6e2b3ff,Manhattan,East Harlem,40.79163,-73.94573
3546e41d-dfc6-420d-94b5-8e1634aa3dcd,Manhattan,Harlem,40.8118,-73.94434
ce780beb-3edd-4cda-9320-d9bada60fb4f,Manhattan,Harlem,40.81583,-73.94707
cc07ebcf-1e21-4f82-846e-631e2bfaa150,Manhattan,East Village,40.72654,-73.98049
d03602b9-1741-445e-aa07-b754522c005f,Manhattan,Upper West Side,40.80021,-73.96071
94c8ad8d-eca0-4911-b16d-011780346e71,Manhattan,East Harlem,40.80942,-73.93936
ae2a66b2-f9e9-415e-82a1-473de76b79f4,Manhattan,Little Italy,40.71961,-73.9954
619481c6-86ed-431e-8021-967e3482423d,Manhattan,Chelsea,40.74358,-74.00027
fedb5f49-e880-4b63-a685-c2884ee77928,Manhattan,Harlem,40.80335,-73.9575
2f9db330-8bec-471f-a992-f22b05791302,Manhattan,Chinatown,40.71445,-73.9908
5bce9f8f-4a4a-4953-8005-6c19d901096e,Manhattan,Midtown,40.75749,-73.96897
62d4e204-bf03-49cc-b339-4dddd4b6c310,Brooklyn,East Flatbush,40.64446,-73.9503
4ac72525-cb41-4224-8a76-f83aca8dc00b,Manhattan,East Village,40.7268,-73.99079
325fcf9f-54f2-49d2-b6c7-186842bb34ca,Brooklyn,Bushwick,40.688,-73.9171
6f1e53ff-7c89-4b8f-ab8e-a36e10a5fbb8,Staten Island,Tompkinsville,40.63536,-74.08537
1b61b279-f76b-4842-93ec-2a0e7dd1baa4,Staten Island,Tompkinsville,40.63627,-74.08543
0efd5f6d-2b59-4de7-9db6-933f0cd07469,Staten Island,Tompkinsville,40.63518,-74.08546
b0087561-c16a-4e2e-b2cc-a1cae145a1e3,Manhattan,East Village,40.72477,-73.98161
3576f5e6-54cd-4205-99e6-827627da58b7,Manhattan,Chelsea,40.74238,-73.99567
2fe30b98-2653-45e7-94f9-11f6c1066d34,Brooklyn,Greenpoint,40.72945,-73.95511
c7014ed5-6e6e-41c2-8812-7eccdc4edebd,Brooklyn,Williamsburg,40.70763,-73.95177
5f092645-5846-423b-8d01-7291a867a1fa,Staten Island,Tompkinsville,40.63481,-74.08519
eccde11c-d978-482c-abd6-ddd6d5619c9f,Queens,Astoria,40.75384,-73.91433
e454938a-0aa9-4e48-9502-048942f16896,Brooklyn,Kensington,40.64106,-73.97426
e81ec8a8-dd53-426d-b6cc-8cb87fb35ce4,Brooklyn,Park Slope,40.66793,-73.98327
72032237-47b5-4466-8eaa-831ec27baf53,Bronx,Clason Point,40.81309,-73.85514
97adb41f-6482-4318-be7d-e2646ad1fe30,Bronx,Eastchester,40.88057,-73.83572
6ba78e36-928d-4e28-b22e-80cfe867730c,Brooklyn,Bedford-Stuyvesant,40.68236,-73.94314
2c16c808-70c9-47ca-aeb7-76492a1d5ecb,Manhattan,East Village,40.72185,-73.98246
b4daea66-03e3-4c7a-a711-0fef3b52f941,Brooklyn,Bedford-Stuyvesant,40.68503,-73.95385
ed0dcf4f-c04d-43a7-92a3-a4a4a340e455,Manhattan,Inwood,40.86648,-73.9263
d6f60121-034c-4f85-9880-42fc23b971f9,Brooklyn,Williamsburg,40.7069,-73.95467
b78b13f7-7780-4d71-90f8-b8dd49d3da40,Manhattan,East Village,40.72807,-73.98594
44873f2c-b3d6-4e10-9f89-6afebd5f5124,Brooklyn,Crown Heights,40.6778,-73.94339
638c41e2-07d7-4bd7-ae9d-b511137a8ddb,Brooklyn,Bedford-Stuyvesant,40.68317,-73.94701
5b27208c-a6da-4ba3-9003-7d1302cbdbc1,Brooklyn,Crown Heights,40.6761,-73.9529
f97c2a67-ac53-40c0-8239-3af6067519c1,Brooklyn,Crown Heights,40.67586,-73.95155
